"store","min_date","max_date","station","name","lat","lon","dist"
31,"2017-03-15","2019-03-30","UKM00003772","HEATHROW",51.478,-0.461,74.591577224046
31,"2017-03-15","2019-03-30","UKE00105869","SWANAGE",50.6139,-1.9581,76.419565234994
31,"2017-03-15","2019-03-30","UKE00105922","WALLINGFORD",51.6031,-1.1081,80.5779119040023
31,"2017-03-15","2019-03-30","UKE00105920","EASTBOURNE",50.7589,0.285,88.5329480017061
31,"2017-03-15","2019-03-30","UKE00102158","LYNEHAM",51.5017,-1.9908,99.3713632289128
31,"2017-03-15","2019-03-30","UKM00003740","LYNEHAM",51.505,-1.993,99.7339214501764
31,"2017-03-15","2019-03-30","UK000056225","OXFORD",51.7667,-1.2667,100.397441255648
31,"2017-03-15","2019-03-30","UKE00156856","LACOCK",51.4306,-2.1131,100.793529605404
31,"2017-03-15","2019-03-30","UKE00105657","GOUDHURST",51.08,0.46,101.726176821272
31,"2017-03-15","2019-03-30","UKW00035054","WEST MALLING",51.2833,0.4,104.811713117883
31,"2017-03-15","2019-03-30","UKW00015036","OXFORD",51.75,-1.5833,105.556358875322
31,"2017-03-15","2019-03-30","UKW00015038","FAIRFORD",51.6833,-1.7833,105.699275165937
31,"2017-03-15","2019-03-30","UKE00105921","HASTINGS",50.855,0.5717,107.503394793355
31,"2017-03-15","2019-03-30","UKE00105915","HAMPSTEAD",51.5608,0.1789,109.278918729545
31,"2017-03-15","2019-03-30","UKE00156884","WISLEY",51.3103,0.4744,110.76520518402
31,"2017-03-15","2019-03-30","UKE00105919","BOGNOR REGIS",50.7808,0.6758,115.426113224866
31,"2017-03-15","2019-03-30","UKE00107650","HEATHROW",51.4789,0.4489,118.351268699691
31,"2017-03-15","2019-03-30","UKW00015037","UPPER HEYFORD",51.9333,-1.25,118.354983550575
