"""bundesland"",""bezirk"",""gemeinde"",""gem_id"",""gem_plz"",""city"",""ort_plz"",""bu_lat"",""bu_lon"",""be_lat"",""be_lon"",""g_lat"",""g_lon"",""lat"",""lon"""
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Hagberg"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.102891,15.336645"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Kleinaigen"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.106295,15.34422"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Kleinzell"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.091558,15.324312"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Kälberhart"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.124197,15.362062"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Moos"",""3653"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.312592,15.267498"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Neudorf"",""3654"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.366986,15.250992"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Neusiedl am Feldstein"",""3653"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.318455,15.29659"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Neusiedl bei Pfaffenhof"",""3654"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.357814,15.258511"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Ottenberg"",""3653"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.329822,15.283142"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Pölla"",""3654"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.091391,15.316567"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Pfaffenhof"",""3654"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.352155,15.26195"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Raxendorf"",""3654"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.342187,15.276314"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Robans"",""3653"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.316139,15.265611"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Steinbach"",""3650"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.219441,15.146223"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Steinbach"",""3654"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.219441,15.146223"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Troibetsberg"",""3650"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.336779,15.245168"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Walkersdorf"",""3653"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.320443,15.25671"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Zehentegg"",""3653"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.313462,15.28195"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Zeining"",""3654"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.344488,15.306446"
"Niederösterreich,""Melk"",""Raxendorf"",31535,3654,""Zogelsdorf"",""3653"",48.2215,15.7608,48.227101,15.329619,48.342187,15.276314,48.309979,15.261354"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Baulanden"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.153445,15.225731"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Brunnwiesen"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.122367,15.214103"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Etzen"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.111866,15.266097"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Fittenberg"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.13496,15.229877"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Fohregg"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.121291,15.207639"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Geretzbach"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.144768,15.227461"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Graben"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.125237,15.402126"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Grabenegg"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.129042,15.221216"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Grub"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.171221,15.418533"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Hofstetten"",""3243"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.167179,15.23395"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Hofstetten"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.167179,15.23395"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Hohentann"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.107826,15.250846"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Hub"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.241966,15.361871"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Kagelsberg"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.120684,15.217358"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Kalcha"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.150904,15.21999"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Koth"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.128369,15.239968"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Kronberg"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.125093,15.233391"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Kühberg"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.143717,15.233669"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Lasserthal"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.117275,15.240452"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Lehen"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.22943,15.263694"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Naspern"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.117302,15.210337"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Ockert"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.101171,15.235183"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Oed"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.285817,15.480334"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Rainberg"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.138073,15.221547"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Reisenhof"",""3252"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.131232,15.199918"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Riegers"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.128998,15.258239"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Rottenhof"",""3243"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.200865,15.094606"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Rottenhof"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.200865,15.094606"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Ruprechtshofen"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.136622,15.276571"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Schlatten"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.13605,15.266341"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Simhof"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.12192,15.253988"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Sinhof"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.13222,15.224165"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Weghof"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.151134,15.241688"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Wies"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.101683,15.325544"
"Niederösterreich,""Melk"",""Ruprechtshofen"",31537,3244,""Zinsenhof"",""3244"",48.2215,15.7608,48.227101,15.329619,48.136622,15.276571,48.145713,15.255053"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Lehen"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.093638,15.342546"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Loipersdorf"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.123247,15.347136"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Loitsbach"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.136151,15.347697"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Loitsdorf"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.136185,15.364714"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Mank"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.111867,15.341269"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Massendorf"",""3233"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.084005,15.365838"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Münichhofen"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.116122,15.364242"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Nacht"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.11001,15.299842"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Oberschmidbach"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.121719,15.376077"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Pölla"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.091391,15.316567"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Pichlreit"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.126115,15.35423"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Poppendorf"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.106281,15.351326"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Ritzenberg"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.134505,15.331752"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Rührsdorf"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.107476,15.313157"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""St. Frein"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.137742,15.341104"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""St. Haus"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.133486,15.333892"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Simonsberg"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.14663,15.344242"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Strannersdorf"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.110125,15.328466"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Wies"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.101683,15.325544"
"Niederösterreich,""Melk"",""Mank"",31521,3240,""Wolkersdorf"",""3240"",48.2215,15.7608,48.227101,15.329619,48.111867,15.341269,48.090343,15.332207"
"Niederösterreich,""Melk"",""Marbach an der Donau"",31522,3671,""Auratsberg"",""3671"",48.2215,15.7608,48.227101,15.329619,48.214136,15.152348,48.219465,15.135354"
"Niederösterreich,""Melk"",""Marbach an der Donau"",31522,3671,""Friesenegg"",""3671"",48.2215,15.7608,48.227101,15.329619,48.214136,15.152348,48.217934,15.149024"
"Niederösterreich,""Melk"",""Marbach an der Donau"",31522,3671,""Granz"",""3671"",48.2215,15.7608,48.227101,15.329619,48.214136,15.152348,48.212584,15.13599"
"Niederösterreich,""Melk"",""Marbach an der Donau"",31522,3671,""Kracking"",""3671"",48.2215,15.7608,48.227101,15.329619,48.214136,15.152348,48.215982,15.124327"
"Niederösterreich,""Melk"",""Marbach an der Donau"",31522,3671,""Krummnußbaum an der Donauuferbahn"",""3671"",48.2215,15.7608,48.227101,15.329619,48.214136,15.152348,48.215992,15.166373"
"Niederösterreich,""Melk"",""Marbach an der Donau"",31522,3671,""Marbach an der Donau"",""3671"",48.2215,15.7608,48.227101,15.329619,48.214136,15.152348,48.214136,15.152348"
"Niederösterreich,""Melk"",""Marbach an der Donau"",31522,3671,""Marbach an der Donau"",""3672"",48.2215,15.7608,48.227101,15.329619,48.214136,15.152348,48.214136,15.152348"
"Niederösterreich,""Melk"",""Marbach an der Donau"",31522,3671,""Schaufel"",""3671"",48.2215,15.7608,48.227101,15.329619,48.214136,15.152348,48.22304,15.145989"
"Niederösterreich,""Melk"",""Maria Taferl"",31523,3672,""Maria Taferl"",""3672"",48.2215,15.7608,48.227101,15.329619,48.225422,15.158147,48.225422,15.158147"
"Niederösterreich,""Melk"",""Maria Taferl"",31523,3672,""Obererla"",""3672"",48.2215,15.7608,48.227101,15.329619,48.225422,15.158147,48.234296,15.137536"
"Niederösterreich,""Melk"",""Maria Taferl"",31523,3672,""Oberthalheim"",""3672"",48.2215,15.7608,48.227101,15.329619,48.225422,15.158147,48.230441,15.177165"
"Niederösterreich,""Melk"",""Maria Taferl"",31523,3672,""Reitern"",""3672"",48.2215,15.7608,48.227101,15.329619,48.225422,15.158147,48.237769,15.156941"
"Niederösterreich,""Melk"",""Maria Taferl"",31523,3672,""Untererla"",""3672"",48.2215,15.7608,48.227101,15.329619,48.225422,15.158147,48.230172,15.143071"
"Niederösterreich,""Melk"",""Maria Taferl"",31523,3672,""Unterthalheim"",""3661"",48.2215,15.7608,48.227101,15.329619,48.225422,15.158147,48.234894,15.183321"
"Niederösterreich,""Melk"",""Maria Taferl"",31523,3672,""Unterthalheim"",""3672"",48.2215,15.7608,48.227101,15.329619,48.225422,15.158147,48.234894,15.183321"
"Niederösterreich,""Melk"",""Maria Taferl"",31523,3672,""Wimm"",""3672"",48.2215,15.7608,48.227101,15.329619,48.225422,15.158147,48.229052,15.187942"
"Niederösterreich,""Melk"",""Melk"",31524,3390,""Großpriel"",""3390"",48.2215,15.7608,48.227101,15.329619,48.227101,15.329619,48.203561,15.293176"
"Niederösterreich,""Melk"",""Melk"",31524,3390,""Kollapriel"",""3390"",48.2215,15.7608,48.227101,15.329619,48.227101,15.329619,48.201962,15.309984"
"Niederösterreich,""Melk"",""Melk"",31524,3390,""Melk"",""3390"",48.2215,15.7608,48.227101,15.329619,48.227101,15.329619,48.227101,15.329619"
"Niederösterreich,""Melk"",""Melk"",31524,3390,""Pöverding"",""3390"",48.2215,15.7608,48.227101,15.329619,48.227101,15.329619,48.207856,15.333641"
"Niederösterreich,""Melk"",""Melk"",31524,3390,""Pielach"",""3390"",48.2215,15.7608,48.227101,15.329619,48.227101,15.329619,48.226584,15.372873"
"Niederösterreich,""Melk"",""Melk"",31524,3390,""Pielachberg"",""3390"",48.2215,15.7608,48.227101,15.329619,48.227101,15.329619,48.231672,15.368405"
"Niederösterreich,""Melk"",""Melk"",31524,3390,""Rosenfeld"",""3390"",48.2215,15.7608,48.227101,15.329619,48.227101,15.329619,48.194602,15.323058"
"Niederösterreich,""Melk"",""Melk"",31524,3390,""Schrattenbruck"",""3390"",48.2215,15.7608,48.227101,15.329619,48.227101,15.329619,48.209437,15.354497"
"Niederösterreich,""Melk"",""Melk"",31524,3390,""Spielberg"",""3390"",48.2215,15.7608,48.227101,15.329619,48.227101,15.329619,48.227475,15.357257"
"Niederösterreich,""Melk"",""Melk"",31524,3390,""Winden"",""3390"",48.2215,15.7608,48.227101,15.329619,48.227101,15.329619,48.215072,15.310013"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Edelsreith"",""3662"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.251407,15.122953"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Eggathon"",""3663"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.328813,15.129114"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Gmaining"",""3663"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.323423,15.082881"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Kehrbach"",""3650"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.278761,15.123803"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Kehrbach"",""3662"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.278761,15.123803"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Kollnitz"",""3662"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.25605,15.134183"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Laimbach am Ostrong"",""3663"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.316696,15.122312"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Mayerhofen"",""3662"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.272594,15.130096"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Münichreith"",""3662"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.265652,15.131645"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Pargatstetten"",""3662"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.245603,15.14886"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Rappoltenreith"",""3661"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.260431,15.160862"
"Niederösterreich,""Melk"",""Münichreith-Laimbach"",31525,3662,""Rappoltenreith"",""3662"",48.2215,15.7608,48.227101,15.329619,48.265652,15.131645,48.260431,15.160862"
"Niederösterreich,""Melk"",""Neumarkt an der Ybbs"",31527,3371,""Kemmelbach"",""3373"",48.2215,15.7608,48.227101,15.329619,48.14055,15.058926,48.153904,15.092628"
"Niederösterreich,""Melk"",""Neumarkt an der Ybbs"",31527,3371,""Neumarkt an der Ybbs"",""3371"",48.2215,15.7608,48.227101,15.329619,48.14055,15.058926,48.14055,15.058926"
"Niederösterreich,""Melk"",""Nöchling"",31528,3691,""Artneramt"",""3680"",48.2215,15.7608,48.227101,15.329619,48.223877,14.982725,48.236758,15.000898"
"Niederösterreich,""Melk"",""Nöchling"",31528,3691,""Artneramt"",""3691"",48.2215,15.7608,48.227101,15.329619,48.223877,14.982725,48.236758,15.000898"
"Niederösterreich,""Melk"",""Nöchling"",31528,3691,""Baumgartenberg"",""3691"",48.2215,15.7608,48.227101,15.329619,48.223877,14.982725,48.22603,14.965347"
"Niederösterreich,""Melk"",""Nöchling"",31528,3691,""Freigericht"",""3680"",48.2215,15.7608,48.227101,15.329619,48.223877,14.982725,48.206429,14.994849"
"Niederösterreich,""Melk"",""Nöchling"",31528,3691,""Freigericht"",""3691"",48.2215,15.7608,48.227101,15.329619,48.223877,14.982725,48.206429,14.994849"
"Niederösterreich,""Melk"",""Nöchling"",31528,3691,""Gulling"",""3691"",48.2215,15.7608,48.227101,15.329619,48.223877,14.982725,48.24518,14.986834"
"Niederösterreich,""Melk"",""Nöchling"",31528,3691,""Mitterndorf"",""3680"",48.2215,15.7608,48.227101,15.329619,48.223877,14.982725,48.21544,14.997577"
"Niederösterreich,""Melk"",""Nöchling"",31528,3691,""Mitterndorf"",""3691"",48.2215,15.7608,48.227101,15.329619,48.223877,14.982725,48.21544,14.997577"
"Niederösterreich,""Melk"",""Nöchling"",31528,3691,""Nöchling"",""3691"",48.2215,15.7608,48.227101,15.329619,48.223877,14.982725,48.223877,14.982725"
"Niederösterreich,""Melk"",""Nöchling"",31528,3691,""Niederndorf"",""3680"",48.2215,15.7608,48.227101,15.329619,48.223877,14.982725,48.215573,15.008989"
"Niederösterreich,""Melk"",""Nöchling"",31528,3691,""Niederndorf"",""3691"",48.2215,15.7608,48.227101,15.329619,48.223877,14.982725,48.215573,15.008989"
"Niederösterreich,""Melk"",""Persenbeug-Gottsdorf"",31530,3680,""Gottsdorf"",""3680"",48.2215,15.7608,48.227101,15.329619,48.189858,15.109257,48.189858,15.109257"
"Niederösterreich,""Melk"",""Persenbeug-Gottsdorf"",31530,3680,""Hagsdorf"",""3680"",48.2215,15.7608,48.227101,15.329619,48.189858,15.109257,48.175371,15.098303"
"Niederösterreich,""Melk"",""Persenbeug-Gottsdorf"",31530,3680,""Loja"",""3680"",48.2215,15.7608,48.227101,15.329619,48.189858,15.109257,NA,NA"
"Niederösterreich,""Melk"",""Persenbeug-Gottsdorf"",31530,3680,""Metzling"",""3680"",48.2215,15.7608,48.227101,15.329619,48.189858,15.109257,48.197096,15.10625"
"Niederösterreich,""Melk"",""Persenbeug-Gottsdorf"",31530,3680,""Persenbeug"",""3680"",48.2215,15.7608,48.227101,15.329619,48.189858,15.109257,48.184608,15.078313"
"Niederösterreich,""Melk"",""Petzenkirchen"",31531,3252,""Petzenkirchen"",""3252"",48.2215,15.7608,48.227101,15.329619,48.146175,15.155541,48.146175,15.155541"
"Niederösterreich,""Melk"",""Pöchlarn"",31533,3380,""Am Rechen"",""3380"",48.2215,15.7608,48.227101,15.329619,48.211929,15.208988,48.210876,15.195305"
"Niederösterreich,""Melk"",""Pöchlarn"",31533,3380,""Brunn an der Erlauf"",""3380"",48.2215,15.7608,48.227101,15.329619,48.211929,15.208988,48.205335,15.198037"
"Niederösterreich,""Melk"",""Pöchlarn"",31533,3380,""Ornding"",""3380"",48.2215,15.7608,48.227101,15.329619,48.211929,15.208988,48.203579,15.248562"
"Niederösterreich,""Melk"",""Pöchlarn"",31533,3380,""Pöchlarn"",""3380"",48.2215,15.7608,48.227101,15.329619,48.211929,15.208988,48.211929,15.208988"
"Niederösterreich,""Melk"",""Pöchlarn"",31533,3380,""Röhrapoint"",""3380"",48.2215,15.7608,48.227101,15.329619,48.211929,15.208988,48.186054,15.216756"
"Niederösterreich,""Melk"",""Pöchlarn"",31533,3380,""Rampersdorf"",""3253"",48.2215,15.7608,48.227101,15.329619,48.211929,15.208988,48.174673,15.218483"
"Niederösterreich,""Melk"",""Pöchlarn"",31533,3380,""Wörth"",""3380"",48.2215,15.7608,48.227101,15.329619,48.211929,15.208988,48.2133,15.258881"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Annagschmais"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.346933,15.184241"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Arndorf"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.292904,15.15483"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Aschelberg"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.34193,15.195567"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Bergern"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.215834,15.274154"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Brennhof"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.278755,15.148118"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Bruck am Ostrong"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.27867,15.171816"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Dietsam"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.316137,15.182042"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Gerersdorf"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.321007,15.228465"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Gerersdorf"",""3653"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.321007,15.228465"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Gottsberg"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.285358,15.140478"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Grub bei Aschelberg"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.339041,15.188038"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Grub bei Neukirchen am Ostrong"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.288203,15.149851"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Haag"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.138647,15.488744"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Krempersbach"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.309528,15.199906"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Krumling"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.302354,15.211757"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Laas"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.309881,15.188559"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Landstetten"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.287614,15.184203"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Loibersdorf"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.329227,15.211862"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Muckendorf"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.354333,15.217765"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Mürfelndorf"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.283375,15.210856"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Neukirchen am Ostrong"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.28875,15.162206"
"Niederösterreich,""Melk"",""Pöggstall"",31534,3650,""Oberbierbaum"",""3650"",48.2215,15.7608,48.227101,15.329619,48.317115,15.198844,48.276807,15.184543"
