"store","item","longitude","year","month","day","weekday","qty","date"
"58","374",-0.958806,2019,4,12,"Freitag",32,"2019-04-12"
"58","352",-0.958806,2019,4,12,"Freitag",58,"2019-04-12"
"58","354",-0.958806,2019,4,12,"Freitag",30,"2019-04-12"
"58","348",-0.958806,2019,4,12,"Freitag",54,"2019-04-12"
"58","349",-0.958806,2019,4,12,"Freitag",37,"2019-04-12"
"58","355",-0.958806,2019,4,12,"Freitag",50,"2019-04-12"
"58","347",-0.958806,2019,4,12,"Freitag",43,"2019-04-12"
"58","351",-0.958806,2019,4,12,"Freitag",51,"2019-04-12"
"58","346",-0.958806,2019,4,12,"Freitag",64,"2019-04-12"
"58","434",-0.958806,2019,4,12,"Freitag",30,"2019-04-12"
"58","374",-0.958806,2019,4,14,"Sonntag",49,"2019-04-14"
"58","352",-0.958806,2019,4,14,"Sonntag",98,"2019-04-14"
"58","354",-0.958806,2019,4,14,"Sonntag",49,"2019-04-14"
"58","348",-0.958806,2019,4,14,"Sonntag",94,"2019-04-14"
"58","349",-0.958806,2019,4,14,"Sonntag",51,"2019-04-14"
"58","355",-0.958806,2019,4,14,"Sonntag",62,"2019-04-14"
"58","347",-0.958806,2019,4,14,"Sonntag",68,"2019-04-14"
"58","351",-0.958806,2019,4,14,"Sonntag",82,"2019-04-14"
"58","346",-0.958806,2019,4,14,"Sonntag",122,"2019-04-14"
"58","434",-0.958806,2019,4,14,"Sonntag",58,"2019-04-14"
"58","374",-0.958806,2019,4,15,"Montag",46,"2019-04-15"
"58","352",-0.958806,2019,4,15,"Montag",79,"2019-04-15"
"58","354",-0.958806,2019,4,15,"Montag",46,"2019-04-15"
"58","348",-0.958806,2019,4,15,"Montag",82,"2019-04-15"
"58","349",-0.958806,2019,4,15,"Montag",48,"2019-04-15"
"58","355",-0.958806,2019,4,15,"Montag",57,"2019-04-15"
"58","347",-0.958806,2019,4,15,"Montag",57,"2019-04-15"
"58","351",-0.958806,2019,4,15,"Montag",65,"2019-04-15"
"58","346",-0.958806,2019,4,15,"Montag",105,"2019-04-15"
"58","434",-0.958806,2019,4,15,"Montag",48,"2019-04-15"
"58","374",-0.958806,2019,4,16,"Dienstag",47,"2019-04-16"
"58","352",-0.958806,2019,4,16,"Dienstag",93,"2019-04-16"
"58","354",-0.958806,2019,4,16,"Dienstag",49,"2019-04-16"
"58","348",-0.958806,2019,4,16,"Dienstag",90,"2019-04-16"
"58","349",-0.958806,2019,4,16,"Dienstag",48,"2019-04-16"
"58","355",-0.958806,2019,4,16,"Dienstag",60,"2019-04-16"
"58","347",-0.958806,2019,4,16,"Dienstag",64,"2019-04-16"
"58","351",-0.958806,2019,4,16,"Dienstag",78,"2019-04-16"
"58","346",-0.958806,2019,4,16,"Dienstag",115,"2019-04-16"
"58","434",-0.958806,2019,4,16,"Dienstag",55,"2019-04-16"
"58","374",-0.958806,2019,4,17,"Mittwoch",50,"2019-04-17"
"58","352",-0.958806,2019,4,17,"Mittwoch",77,"2019-04-17"
"58","354",-0.958806,2019,4,17,"Mittwoch",46,"2019-04-17"
"58","348",-0.958806,2019,4,17,"Mittwoch",78,"2019-04-17"
"58","349",-0.958806,2019,4,17,"Mittwoch",47,"2019-04-17"
"58","355",-0.958806,2019,4,17,"Mittwoch",59,"2019-04-17"
"58","347",-0.958806,2019,4,17,"Mittwoch",57,"2019-04-17"
"58","351",-0.958806,2019,4,17,"Mittwoch",70,"2019-04-17"
"58","346",-0.958806,2019,4,17,"Mittwoch",93,"2019-04-17"
"58","434",-0.958806,2019,4,17,"Mittwoch",52,"2019-04-17"
"58","374",-0.958806,2019,4,18,"Donnerstag",43,"2019-04-18"
"58","352",-0.958806,2019,4,18,"Donnerstag",70,"2019-04-18"
"58","354",-0.958806,2019,4,18,"Donnerstag",43,"2019-04-18"
"58","348",-0.958806,2019,4,18,"Donnerstag",68,"2019-04-18"
"58","349",-0.958806,2019,4,18,"Donnerstag",47,"2019-04-18"
"58","355",-0.958806,2019,4,18,"Donnerstag",53,"2019-04-18"
"58","347",-0.958806,2019,4,18,"Donnerstag",55,"2019-04-18"
"58","351",-0.958806,2019,4,18,"Donnerstag",63,"2019-04-18"
"58","346",-0.958806,2019,4,18,"Donnerstag",77,"2019-04-18"
"58","434",-0.958806,2019,4,18,"Donnerstag",49,"2019-04-18"
"58","374",-0.958806,2019,4,19,"Freitag",32,"2019-04-19"
"58","352",-0.958806,2019,4,19,"Freitag",61,"2019-04-19"
"58","354",-0.958806,2019,4,19,"Freitag",32,"2019-04-19"
"58","348",-0.958806,2019,4,19,"Freitag",55,"2019-04-19"
"58","349",-0.958806,2019,4,19,"Freitag",39,"2019-04-19"
"58","355",-0.958806,2019,4,19,"Freitag",50,"2019-04-19"
"58","347",-0.958806,2019,4,19,"Freitag",45,"2019-04-19"
"58","351",-0.958806,2019,4,19,"Freitag",55,"2019-04-19"
"58","346",-0.958806,2019,4,19,"Freitag",64,"2019-04-19"
"58","434",-0.958806,2019,4,19,"Freitag",33,"2019-04-19"
"58","374",-0.958806,2019,4,20,"Samstag",23,"2019-04-20"
"58","352",-0.958806,2019,4,20,"Samstag",44,"2019-04-20"
"58","354",-0.958806,2019,4,20,"Samstag",28,"2019-04-20"
"58","348",-0.958806,2019,4,20,"Samstag",40,"2019-04-20"
"58","349",-0.958806,2019,4,20,"Samstag",33,"2019-04-20"
"58","355",-0.958806,2019,4,20,"Samstag",38,"2019-04-20"
"58","347",-0.958806,2019,4,20,"Samstag",35,"2019-04-20"
"58","351",-0.958806,2019,4,20,"Samstag",39,"2019-04-20"
"58","346",-0.958806,2019,4,20,"Samstag",46,"2019-04-20"
"58","434",-0.958806,2019,4,20,"Samstag",31,"2019-04-20"
"58","374",-0.958806,2019,4,21,"Sonntag",51,"2019-04-21"
"58","352",-0.958806,2019,4,21,"Sonntag",102,"2019-04-21"
"58","354",-0.958806,2019,4,21,"Sonntag",50,"2019-04-21"
"58","348",-0.958806,2019,4,21,"Sonntag",101,"2019-04-21"
"58","349",-0.958806,2019,4,21,"Sonntag",55,"2019-04-21"
"58","355",-0.958806,2019,4,21,"Sonntag",65,"2019-04-21"
"58","347",-0.958806,2019,4,21,"Sonntag",70,"2019-04-21"
"58","351",-0.958806,2019,4,21,"Sonntag",84,"2019-04-21"
"58","346",-0.958806,2019,4,21,"Sonntag",129,"2019-04-21"
"58","434",-0.958806,2019,4,21,"Sonntag",58,"2019-04-21"
"58","374",-0.958806,2019,4,22,"Montag",47,"2019-04-22"
"58","352",-0.958806,2019,4,22,"Montag",82,"2019-04-22"
"58","354",-0.958806,2019,4,22,"Montag",46,"2019-04-22"
"58","348",-0.958806,2019,4,22,"Montag",82,"2019-04-22"
"58","349",-0.958806,2019,4,22,"Montag",52,"2019-04-22"
"58","355",-0.958806,2019,4,22,"Montag",59,"2019-04-22"
"58","347",-0.958806,2019,4,22,"Montag",58,"2019-04-22"
"58","351",-0.958806,2019,4,22,"Montag",68,"2019-04-22"
"58","346",-0.958806,2019,4,22,"Montag",106,"2019-04-22"
"58","434",-0.958806,2019,4,22,"Montag",50,"2019-04-22"
"58","374",-0.958806,2019,4,23,"Dienstag",48,"2019-04-23"
"58","352",-0.958806,2019,4,23,"Dienstag",93,"2019-04-23"
"58","354",-0.958806,2019,4,23,"Dienstag",50,"2019-04-23"
"58","348",-0.958806,2019,4,23,"Dienstag",89,"2019-04-23"
"58","349",-0.958806,2019,4,23,"Dienstag",51,"2019-04-23"
"58","355",-0.958806,2019,4,23,"Dienstag",63,"2019-04-23"
"58","347",-0.958806,2019,4,23,"Dienstag",66,"2019-04-23"
"58","351",-0.958806,2019,4,23,"Dienstag",77,"2019-04-23"
"58","346",-0.958806,2019,4,23,"Dienstag",125,"2019-04-23"
"58","434",-0.958806,2019,4,23,"Dienstag",54,"2019-04-23"
"58","374",-0.958806,2019,4,24,"Mittwoch",49,"2019-04-24"
"58","352",-0.958806,2019,4,24,"Mittwoch",84,"2019-04-24"
"58","354",-0.958806,2019,4,24,"Mittwoch",47,"2019-04-24"
"58","348",-0.958806,2019,4,24,"Mittwoch",82,"2019-04-24"
"58","349",-0.958806,2019,4,24,"Mittwoch",52,"2019-04-24"
"58","355",-0.958806,2019,4,24,"Mittwoch",64,"2019-04-24"
"58","347",-0.958806,2019,4,24,"Mittwoch",63,"2019-04-24"
"58","351",-0.958806,2019,4,24,"Mittwoch",73,"2019-04-24"
"58","346",-0.958806,2019,4,24,"Mittwoch",93,"2019-04-24"
"58","434",-0.958806,2019,4,24,"Mittwoch",54,"2019-04-24"
"58","374",-0.958806,2019,4,25,"Donnerstag",41,"2019-04-25"
"58","352",-0.958806,2019,4,25,"Donnerstag",74,"2019-04-25"
"58","354",-0.958806,2019,4,25,"Donnerstag",45,"2019-04-25"
"58","348",-0.958806,2019,4,25,"Donnerstag",70,"2019-04-25"
"58","349",-0.958806,2019,4,25,"Donnerstag",48,"2019-04-25"
"58","355",-0.958806,2019,4,25,"Donnerstag",57,"2019-04-25"
"58","347",-0.958806,2019,4,25,"Donnerstag",54,"2019-04-25"
"58","351",-0.958806,2019,4,25,"Donnerstag",63,"2019-04-25"
"58","346",-0.958806,2019,4,25,"Donnerstag",76,"2019-04-25"
"58","434",-0.958806,2019,4,25,"Donnerstag",50,"2019-04-25"
"58","374",-0.958806,2019,4,13,"Samstag",22,"2019-04-13"
"58","352",-0.958806,2019,4,13,"Samstag",43,"2019-04-13"
"58","354",-0.958806,2019,4,13,"Samstag",26,"2019-04-13"
"58","348",-0.958806,2019,4,13,"Samstag",37,"2019-04-13"
"58","349",-0.958806,2019,4,13,"Samstag",27,"2019-04-13"
"58","355",-0.958806,2019,4,13,"Samstag",36,"2019-04-13"
"58","347",-0.958806,2019,4,13,"Samstag",30,"2019-04-13"
"58","351",-0.958806,2019,4,13,"Samstag",34,"2019-04-13"
"58","346",-0.958806,2019,4,13,"Samstag",45,"2019-04-13"
"58","434",-0.958806,2019,4,13,"Samstag",29,"2019-04-13"
"58","374",-0.958806,2019,3,31,"Sonntag",40,"2019-03-31"
"58","352",-0.958806,2019,3,31,"Sonntag",81,"2019-03-31"
"58","354",-0.958806,2019,3,31,"Sonntag",44,"2019-03-31"
"58","348",-0.958806,2019,3,31,"Sonntag",79,"2019-03-31"
"58","349",-0.958806,2019,3,31,"Sonntag",44,"2019-03-31"
"58","355",-0.958806,2019,3,31,"Sonntag",55,"2019-03-31"
"58","347",-0.958806,2019,3,31,"Sonntag",61,"2019-03-31"
"58","351",-0.958806,2019,3,31,"Sonntag",75,"2019-03-31"
"58","346",-0.958806,2019,3,31,"Sonntag",100,"2019-03-31"
"58","434",-0.958806,2019,3,31,"Sonntag",51,"2019-03-31"
"58","374",-0.958806,2019,4,1,"Montag",42,"2019-04-01"
"58","352",-0.958806,2019,4,1,"Montag",81,"2019-04-01"
"58","354",-0.958806,2019,4,1,"Montag",45,"2019-04-01"
"58","348",-0.958806,2019,4,1,"Montag",80,"2019-04-01"
"58","349",-0.958806,2019,4,1,"Montag",43,"2019-04-01"
"58","355",-0.958806,2019,4,1,"Montag",51,"2019-04-01"
"58","347",-0.958806,2019,4,1,"Montag",56,"2019-04-01"
"58","351",-0.958806,2019,4,1,"Montag",59,"2019-04-01"
"58","346",-0.958806,2019,4,1,"Montag",111,"2019-04-01"
"58","434",-0.958806,2019,4,1,"Montag",45,"2019-04-01"
"58","374",-0.958806,2019,4,2,"Dienstag",44,"2019-04-02"
"58","352",-0.958806,2019,4,2,"Dienstag",81,"2019-04-02"
"58","354",-0.958806,2019,4,2,"Dienstag",41,"2019-04-02"
"58","348",-0.958806,2019,4,2,"Dienstag",80,"2019-04-02"
"58","349",-0.958806,2019,4,2,"Dienstag",42,"2019-04-02"
"58","355",-0.958806,2019,4,2,"Dienstag",56,"2019-04-02"
"58","347",-0.958806,2019,4,2,"Dienstag",53,"2019-04-02"
"58","351",-0.958806,2019,4,2,"Dienstag",65,"2019-04-02"
"58","346",-0.958806,2019,4,2,"Dienstag",107,"2019-04-02"
"58","434",-0.958806,2019,4,2,"Dienstag",44,"2019-04-02"
"58","374",-0.958806,2019,4,3,"Mittwoch",42,"2019-04-03"
"58","352",-0.958806,2019,4,3,"Mittwoch",73,"2019-04-03"
"58","354",-0.958806,2019,4,3,"Mittwoch",41,"2019-04-03"
"58","348",-0.958806,2019,4,3,"Mittwoch",74,"2019-04-03"
"58","349",-0.958806,2019,4,3,"Mittwoch",41,"2019-04-03"
"58","355",-0.958806,2019,4,3,"Mittwoch",54,"2019-04-03"
"58","347",-0.958806,2019,4,3,"Mittwoch",54,"2019-04-03"
"58","351",-0.958806,2019,4,3,"Mittwoch",57,"2019-04-03"
"58","346",-0.958806,2019,4,3,"Mittwoch",93,"2019-04-03"
"58","434",-0.958806,2019,4,3,"Mittwoch",41,"2019-04-03"
"58","374",-0.958806,2019,4,4,"Donnerstag",38,"2019-04-04"
"58","352",-0.958806,2019,4,4,"Donnerstag",67,"2019-04-04"
"58","354",-0.958806,2019,4,4,"Donnerstag",38,"2019-04-04"
"58","348",-0.958806,2019,4,4,"Donnerstag",62,"2019-04-04"
"58","349",-0.958806,2019,4,4,"Donnerstag",38,"2019-04-04"
"58","355",-0.958806,2019,4,4,"Donnerstag",47,"2019-04-04"
"58","347",-0.958806,2019,4,4,"Donnerstag",49,"2019-04-04"
"58","351",-0.958806,2019,4,4,"Donnerstag",54,"2019-04-04"
"58","346",-0.958806,2019,4,4,"Donnerstag",70,"2019-04-04"
"58","434",-0.958806,2019,4,4,"Donnerstag",41,"2019-04-04"
"58","374",-0.958806,2019,4,5,"Freitag",33,"2019-04-05"
"58","352",-0.958806,2019,4,5,"Freitag",58,"2019-04-05"
"58","354",-0.958806,2019,4,5,"Freitag",32,"2019-04-05"
"58","348",-0.958806,2019,4,5,"Freitag",56,"2019-04-05"
"58","349",-0.958806,2019,4,5,"Freitag",37,"2019-04-05"
"58","355",-0.958806,2019,4,5,"Freitag",51,"2019-04-05"
"58","347",-0.958806,2019,4,5,"Freitag",42,"2019-04-05"
"58","351",-0.958806,2019,4,5,"Freitag",51,"2019-04-05"
"58","346",-0.958806,2019,4,5,"Freitag",66,"2019-04-05"
"58","434",-0.958806,2019,4,5,"Freitag",33,"2019-04-05"
"58","374",-0.958806,2019,4,6,"Samstag",23,"2019-04-06"
"58","352",-0.958806,2019,4,6,"Samstag",46,"2019-04-06"
"58","354",-0.958806,2019,4,6,"Samstag",23,"2019-04-06"
"58","348",-0.958806,2019,4,6,"Samstag",35,"2019-04-06"
"58","349",-0.958806,2019,4,6,"Samstag",26,"2019-04-06"
"58","355",-0.958806,2019,4,6,"Samstag",37,"2019-04-06"
"58","347",-0.958806,2019,4,6,"Samstag",29,"2019-04-06"
"58","351",-0.958806,2019,4,6,"Samstag",34,"2019-04-06"
"58","346",-0.958806,2019,4,6,"Samstag",47,"2019-04-06"
"58","434",-0.958806,2019,4,6,"Samstag",29,"2019-04-06"
"58","374",-0.958806,2019,4,7,"Sonntag",49,"2019-04-07"
"58","352",-0.958806,2019,4,7,"Sonntag",96,"2019-04-07"
"58","354",-0.958806,2019,4,7,"Sonntag",51,"2019-04-07"
"58","348",-0.958806,2019,4,7,"Sonntag",91,"2019-04-07"
"58","349",-0.958806,2019,4,7,"Sonntag",52,"2019-04-07"
"58","355",-0.958806,2019,4,7,"Sonntag",61,"2019-04-07"
"58","347",-0.958806,2019,4,7,"Sonntag",67,"2019-04-07"
"58","351",-0.958806,2019,4,7,"Sonntag",78,"2019-04-07"
"58","346",-0.958806,2019,4,7,"Sonntag",118,"2019-04-07"
"58","434",-0.958806,2019,4,7,"Sonntag",54,"2019-04-07"
"58","374",-0.958806,2019,4,8,"Montag",42,"2019-04-08"
"58","352",-0.958806,2019,4,8,"Montag",74,"2019-04-08"
"58","354",-0.958806,2019,4,8,"Montag",39,"2019-04-08"
"58","348",-0.958806,2019,4,8,"Montag",76,"2019-04-08"
"58","349",-0.958806,2019,4,8,"Montag",43,"2019-04-08"
"58","355",-0.958806,2019,4,8,"Montag",56,"2019-04-08"
"58","347",-0.958806,2019,4,8,"Montag",55,"2019-04-08"
"58","351",-0.958806,2019,4,8,"Montag",62,"2019-04-08"
"58","346",-0.958806,2019,4,8,"Montag",107,"2019-04-08"
"58","434",-0.958806,2019,4,8,"Montag",45,"2019-04-08"
"58","374",-0.958806,2019,4,9,"Dienstag",48,"2019-04-09"
"58","352",-0.958806,2019,4,9,"Dienstag",90,"2019-04-09"
"58","354",-0.958806,2019,4,9,"Dienstag",50,"2019-04-09"
"58","348",-0.958806,2019,4,9,"Dienstag",87,"2019-04-09"
"58","349",-0.958806,2019,4,9,"Dienstag",48,"2019-04-09"
"58","355",-0.958806,2019,4,9,"Dienstag",58,"2019-04-09"
"58","347",-0.958806,2019,4,9,"Dienstag",64,"2019-04-09"
"58","351",-0.958806,2019,4,9,"Dienstag",76,"2019-04-09"
"58","346",-0.958806,2019,4,9,"Dienstag",115,"2019-04-09"
"58","434",-0.958806,2019,4,9,"Dienstag",53,"2019-04-09"
"58","374",-0.958806,2019,4,10,"Mittwoch",43,"2019-04-10"
"58","352",-0.958806,2019,4,10,"Mittwoch",71,"2019-04-10"
"58","354",-0.958806,2019,4,10,"Mittwoch",39,"2019-04-10"
"58","348",-0.958806,2019,4,10,"Mittwoch",71,"2019-04-10"
"58","349",-0.958806,2019,4,10,"Mittwoch",40,"2019-04-10"
"58","355",-0.958806,2019,4,10,"Mittwoch",55,"2019-04-10"
"58","347",-0.958806,2019,4,10,"Mittwoch",54,"2019-04-10"
"58","351",-0.958806,2019,4,10,"Mittwoch",62,"2019-04-10"
"58","346",-0.958806,2019,4,10,"Mittwoch",90,"2019-04-10"
"58","434",-0.958806,2019,4,10,"Mittwoch",41,"2019-04-10"
"58","374",-0.958806,2019,4,11,"Donnerstag",40,"2019-04-11"
"58","352",-0.958806,2019,4,11,"Donnerstag",70,"2019-04-11"
"58","354",-0.958806,2019,4,11,"Donnerstag",39,"2019-04-11"
"58","348",-0.958806,2019,4,11,"Donnerstag",64,"2019-04-11"
"58","349",-0.958806,2019,4,11,"Donnerstag",41,"2019-04-11"
"58","355",-0.958806,2019,4,11,"Donnerstag",49,"2019-04-11"
"58","347",-0.958806,2019,4,11,"Donnerstag",50,"2019-04-11"
"58","351",-0.958806,2019,4,11,"Donnerstag",61,"2019-04-11"
"58","346",-0.958806,2019,4,11,"Donnerstag",75,"2019-04-11"
"58","434",-0.958806,2019,4,11,"Donnerstag",43,"2019-04-11"
"58","374",-0.958806,2019,4,27,"Samstag",23,"2019-04-27"
"58","352",-0.958806,2019,4,27,"Samstag",44,"2019-04-27"
"58","354",-0.958806,2019,4,27,"Samstag",25,"2019-04-27"
"58","348",-0.958806,2019,4,27,"Samstag",40,"2019-04-27"
"58","349",-0.958806,2019,4,27,"Samstag",31,"2019-04-27"
"58","355",-0.958806,2019,4,27,"Samstag",38,"2019-04-27"
"58","347",-0.958806,2019,4,27,"Samstag",33,"2019-04-27"
"58","351",-0.958806,2019,4,27,"Samstag",37,"2019-04-27"
"58","346",-0.958806,2019,4,27,"Samstag",46,"2019-04-27"
"58","434",-0.958806,2019,4,27,"Samstag",26,"2019-04-27"
"58","374",-0.958806,2019,4,28,"Sonntag",44,"2019-04-28"
"58","352",-0.958806,2019,4,28,"Sonntag",84,"2019-04-28"
"58","354",-0.958806,2019,4,28,"Sonntag",45,"2019-04-28"
"58","348",-0.958806,2019,4,28,"Sonntag",85,"2019-04-28"
"58","349",-0.958806,2019,4,28,"Sonntag",48,"2019-04-28"
"58","355",-0.958806,2019,4,28,"Sonntag",61,"2019-04-28"
"58","347",-0.958806,2019,4,28,"Sonntag",65,"2019-04-28"
"58","351",-0.958806,2019,4,28,"Sonntag",84,"2019-04-28"
"58","346",-0.958806,2019,4,28,"Sonntag",110,"2019-04-28"
"58","434",-0.958806,2019,4,28,"Sonntag",51,"2019-04-28"
"58","374",-0.958806,2019,4,29,"Montag",43,"2019-04-29"
"58","352",-0.958806,2019,4,29,"Montag",87,"2019-04-29"
"58","354",-0.958806,2019,4,29,"Montag",43,"2019-04-29"
"58","348",-0.958806,2019,4,29,"Montag",82,"2019-04-29"
"58","349",-0.958806,2019,4,29,"Montag",48,"2019-04-29"
"58","355",-0.958806,2019,4,29,"Montag",59,"2019-04-29"
"58","347",-0.958806,2019,4,29,"Montag",61,"2019-04-29"
"58","351",-0.958806,2019,4,29,"Montag",70,"2019-04-29"
"58","346",-0.958806,2019,4,29,"Montag",111,"2019-04-29"
"58","434",-0.958806,2019,4,29,"Montag",47,"2019-04-29"
"58","374",-0.958806,2019,4,26,"Freitag",30,"2019-04-26"
"58","352",-0.958806,2019,4,26,"Freitag",63,"2019-04-26"
"58","354",-0.958806,2019,4,26,"Freitag",29,"2019-04-26"
"58","348",-0.958806,2019,4,26,"Freitag",55,"2019-04-26"
"58","349",-0.958806,2019,4,26,"Freitag",36,"2019-04-26"
"58","355",-0.958806,2019,4,26,"Freitag",49,"2019-04-26"
"58","347",-0.958806,2019,4,26,"Freitag",42,"2019-04-26"
"58","351",-0.958806,2019,4,26,"Freitag",52,"2019-04-26"
"58","346",-0.958806,2019,4,26,"Freitag",68,"2019-04-26"
"58","434",-0.958806,2019,4,26,"Freitag",32,"2019-04-26"
"59","347",0.396495,2019,4,22,"Montag",57,"2019-04-22"
"59","351",0.396495,2019,4,22,"Montag",66,"2019-04-22"
"59","374",0.396495,2019,4,22,"Montag",41,"2019-04-22"
"59","346",0.396495,2019,4,22,"Montag",88,"2019-04-22"
"59","349",0.396495,2019,4,22,"Montag",55,"2019-04-22"
"59","354",0.396495,2019,4,22,"Montag",46,"2019-04-22"
"59","348",0.396495,2019,4,22,"Montag",65,"2019-04-22"
"59","352",0.396495,2019,4,22,"Montag",64,"2019-04-22"
"59","355",0.396495,2019,4,22,"Montag",56,"2019-04-22"
"59","434",0.396495,2019,4,22,"Montag",56,"2019-04-22"
"59","347",0.396495,2019,4,23,"Dienstag",66,"2019-04-23"
"59","351",0.396495,2019,4,23,"Dienstag",74,"2019-04-23"
"59","374",0.396495,2019,4,23,"Dienstag",41,"2019-04-23"
"59","346",0.396495,2019,4,23,"Dienstag",99,"2019-04-23"
"59","349",0.396495,2019,4,23,"Dienstag",54,"2019-04-23"
"59","354",0.396495,2019,4,23,"Dienstag",42,"2019-04-23"
"59","348",0.396495,2019,4,23,"Dienstag",80,"2019-04-23"
"59","352",0.396495,2019,4,23,"Dienstag",79,"2019-04-23"
"59","355",0.396495,2019,4,23,"Dienstag",56,"2019-04-23"
"59","434",0.396495,2019,4,23,"Dienstag",56,"2019-04-23"
"59","347",0.396495,2019,4,24,"Mittwoch",57,"2019-04-24"
"59","351",0.396495,2019,4,24,"Mittwoch",64,"2019-04-24"
"59","374",0.396495,2019,4,24,"Mittwoch",38,"2019-04-24"
"59","346",0.396495,2019,4,24,"Mittwoch",97,"2019-04-24"
"59","349",0.396495,2019,4,24,"Mittwoch",59,"2019-04-24"
"59","354",0.396495,2019,4,24,"Mittwoch",43,"2019-04-24"
"59","348",0.396495,2019,4,24,"Mittwoch",66,"2019-04-24"
"59","352",0.396495,2019,4,24,"Mittwoch",67,"2019-04-24"
"59","355",0.396495,2019,4,24,"Mittwoch",56,"2019-04-24"
"59","434",0.396495,2019,4,24,"Mittwoch",57,"2019-04-24"
"59","347",0.396495,2019,4,29,"Montag",57,"2019-04-29"
"59","351",0.396495,2019,4,29,"Montag",62,"2019-04-29"
"59","374",0.396495,2019,4,29,"Montag",36,"2019-04-29"
"59","346",0.396495,2019,4,29,"Montag",87,"2019-04-29"
"59","349",0.396495,2019,4,29,"Montag",53,"2019-04-29"
"59","354",0.396495,2019,4,29,"Montag",41,"2019-04-29"
"59","348",0.396495,2019,4,29,"Montag",64,"2019-04-29"
"59","352",0.396495,2019,4,29,"Montag",64,"2019-04-29"
"59","355",0.396495,2019,4,29,"Montag",51,"2019-04-29"
"59","434",0.396495,2019,4,29,"Montag",53,"2019-04-29"
"59","347",0.396495,2019,4,1,"Montag",52,"2019-04-01"
"59","351",0.396495,2019,4,1,"Montag",60,"2019-04-01"
"59","374",0.396495,2019,4,1,"Montag",38,"2019-04-01"
"59","346",0.396495,2019,4,1,"Montag",79,"2019-04-01"
"59","349",0.396495,2019,4,1,"Montag",47,"2019-04-01"
"59","354",0.396495,2019,4,1,"Montag",42,"2019-04-01"
"59","348",0.396495,2019,4,1,"Montag",68,"2019-04-01"
"59","352",0.396495,2019,4,1,"Montag",66,"2019-04-01"
"59","355",0.396495,2019,4,1,"Montag",41,"2019-04-01"
"59","434",0.396495,2019,4,1,"Montag",46,"2019-04-01"
"59","347",0.396495,2019,4,2,"Dienstag",57,"2019-04-02"
"59","351",0.396495,2019,4,2,"Dienstag",65,"2019-04-02"
"59","374",0.396495,2019,4,2,"Dienstag",35,"2019-04-02"
"59","346",0.396495,2019,4,2,"Dienstag",84,"2019-04-02"
"59","349",0.396495,2019,4,2,"Dienstag",41,"2019-04-02"
"59","354",0.396495,2019,4,2,"Dienstag",33,"2019-04-02"
"59","348",0.396495,2019,4,2,"Dienstag",67,"2019-04-02"
"59","352",0.396495,2019,4,2,"Dienstag",67,"2019-04-02"
"59","355",0.396495,2019,4,2,"Dienstag",52,"2019-04-02"
"59","434",0.396495,2019,4,2,"Dienstag",44,"2019-04-02"
"59","347",0.396495,2019,4,3,"Mittwoch",45,"2019-04-03"
"59","351",0.396495,2019,4,3,"Mittwoch",49,"2019-04-03"
"59","374",0.396495,2019,4,3,"Mittwoch",35,"2019-04-03"
"59","346",0.396495,2019,4,3,"Mittwoch",72,"2019-04-03"
"59","349",0.396495,2019,4,3,"Mittwoch",44,"2019-04-03"
"59","354",0.396495,2019,4,3,"Mittwoch",36,"2019-04-03"
"59","348",0.396495,2019,4,3,"Mittwoch",59,"2019-04-03"
"59","352",0.396495,2019,4,3,"Mittwoch",57,"2019-04-03"
"59","355",0.396495,2019,4,3,"Mittwoch",48,"2019-04-03"
"59","434",0.396495,2019,4,3,"Mittwoch",45,"2019-04-03"
"59","347",0.396495,2019,4,4,"Donnerstag",37,"2019-04-04"
"59","351",0.396495,2019,4,4,"Donnerstag",53,"2019-04-04"
"59","374",0.396495,2019,4,4,"Donnerstag",35,"2019-04-04"
"59","346",0.396495,2019,4,4,"Donnerstag",67,"2019-04-04"
"59","349",0.396495,2019,4,4,"Donnerstag",41,"2019-04-04"
"59","354",0.396495,2019,4,4,"Donnerstag",35,"2019-04-04"
"59","348",0.396495,2019,4,4,"Donnerstag",50,"2019-04-04"
"59","352",0.396495,2019,4,4,"Donnerstag",54,"2019-04-04"
"59","355",0.396495,2019,4,4,"Donnerstag",39,"2019-04-04"
"59","434",0.396495,2019,4,4,"Donnerstag",45,"2019-04-04"
"59","347",0.396495,2019,4,5,"Freitag",48,"2019-04-05"
"59","351",0.396495,2019,4,5,"Freitag",55,"2019-04-05"
"59","374",0.396495,2019,4,5,"Freitag",32,"2019-04-05"
"59","346",0.396495,2019,4,5,"Freitag",72,"2019-04-05"
"59","349",0.396495,2019,4,5,"Freitag",44,"2019-04-05"
"59","354",0.396495,2019,4,5,"Freitag",36,"2019-04-05"
"59","348",0.396495,2019,4,5,"Freitag",55,"2019-04-05"
"59","352",0.396495,2019,4,5,"Freitag",56,"2019-04-05"
"59","355",0.396495,2019,4,5,"Freitag",44,"2019-04-05"
"59","434",0.396495,2019,4,5,"Freitag",37,"2019-04-05"
"59","347",0.396495,2019,4,6,"Samstag",32,"2019-04-06"
"59","351",0.396495,2019,4,6,"Samstag",37,"2019-04-06"
"59","374",0.396495,2019,4,6,"Samstag",25,"2019-04-06"
"59","346",0.396495,2019,4,6,"Samstag",36,"2019-04-06"
